,itemid,num_patients
498,604,15053
499,605,13999
500,606,497
501,607,499
502,608,527
503,609,2219
504,610,13751
505,611,497
506,612,464
507,613,11
508,614,12763
509,615,13293
510,616,2958
511,617,22389
512,618,22445
513,619,12781
514,620,6368
515,621,19598
516,622,13809
517,623,13934
518,624,498
519,625,5558
520,626,5899
521,627,5709
522,628,1624
523,629,2754
524,630,580
525,631,13197
526,632,279
527,637,21636
528,638,15
529,639,13
530,640,16772
531,641,1008
532,642,18684
533,643,4423
534,644,22325
535,645,4205
536,646,22426
537,647,232
538,648,5014
539,649,1801
540,650,20
541,651,7567
542,652,7575
543,653,54
544,654,35
545,655,7767
546,656,11753
547,657,12327
548,659,6129
549,660,14358
550,661,3700
551,662,5630
552,663,21123
553,664,3452
554,665,491
555,666,775
556,667,79
557,668,447
558,669,464
559,670,496
560,671,508
561,672,466
562,673,471
563,674,22392
564,676,7918
565,677,21956
566,678,21961
567,679,5916
568,680,16067
569,681,26
570,682,12756
571,683,12736
572,684,11301
573,686,983
574,687,1123
575,688,1181
576,690,1255
577,691,1233
578,692,1257
579,693,290
580,694,53
581,695,8
582,696,2
583,697,333
584,698,54
585,699,8
586,700,2
587,701,24
588,702,115
589,703,59
590,704,22301
591,705,4502
592,706,22111
593,707,22357
594,708,18
595,709,15
596,710,75
597,711,48
598,712,11
599,713,46
600,715,48
601,716,21
602,717,3854
603,718,1048
604,719,2810
605,720,13273
606,721,3460
607,722,13258
608,723,22399
609,724,87
610,725,83
611,726,89
612,727,84
613,728,75
614,729,67
615,730,2851
616,731,5605
617,732,12601
618,733,12579
619,734,1149
620,735,150
621,741,75
622,742,22435
623,762,22901
624,763,16553
625,768,1726
626,769,10723
627,770,10680
628,772,10206
629,773,10427
630,774,8
631,775,6938
632,776,15167
633,777,15664
634,778,15711
635,779,15703
636,780,15791
637,781,22407
638,782,7
639,783,7587
640,784,11352
641,785,8280
642,786,20167
643,787,22298
644,788,22305
645,789,2248
646,791,22412
647,792,179
648,793,1453
649,794,5
650,795,6248
651,796,8972
652,797,8972
653,798,8972
654,799,8972
655,800,8971
656,801,999
657,802,1878
658,803,5188
659,804,833
660,805,295
661,806,6552
662,807,15981
663,808,161
664,809,447
665,810,223
666,811,22460
667,812,27
668,813,22471
669,814,22251
670,815,20099
671,816,13328
672,817,8032
673,818,11839
674,819,5
675,820,67
676,821,21760
677,822,3859
678,823,4757
679,824,20058
680,825,20071
681,826,156
682,827,20287
683,828,22331
684,829,22493
685,831,42
686,832,42
687,833,22229
688,834,16697
689,835,640
690,836,1780
691,837,22423
692,838,1049
693,842,58
694,844,130
695,845,21
696,846,76
697,847,36
698,848,9907
699,849,915
700,850,3167
701,851,2153
702,852,1732
703,853,1400
704,854,448
705,855,3901
706,856,1302
707,857,3770
708,858,4521
709,859,4474
710,860,4778
711,861,22266
712,916,22901
713,917,22900
714,919,22901
715,920,22901
716,924,22901
717,925,22901
718,926,30762
719,927,22901
720,930,22901
721,935,22901
722,938,2
723,940,197
724,941,8
725,942,2
726,944,9
727,946,10
728,956,9
729,964,1
730,968,24
731,970,63
732,972,35
733,977,6
734,981,1
735,983,2
736,986,173
737,987,7
738,993,58
739,996,41
740,1000,3
741,1001,11
742,1003,13
743,1010,89
744,1011,1
745,1015,26
746,1019,2
747,1022,68
748,1023,1
749,1027,9
750,1028,8
751,1029,2
752,1032,11
753,1034,1
754,1035,1
755,1036,1
756,1037,2
757,1038,1
758,1039,2
759,1040,1
760,1041,1
761,1042,1
762,1043,10455
763,1044,15059
764,1045,10375
765,1046,21685
766,1047,13511
767,1048,35
768,1049,1
769,1050,1
770,1051,5
771,1052,1
772,1053,1
773,1054,23
774,1055,1
775,1056,8
776,1057,2
777,1058,1
778,1059,2
779,1060,18
780,1061,1
781,1062,5
782,1063,3085
783,1066,42
784,1067,2
785,1069,1
786,1070,9
787,1077,3
788,1078,1299
789,1087,19674
790,1089,15123
791,1090,1224
792,1093,4
793,1094,2
794,1095,1
795,1096,1
796,1097,4
797,1098,1
798,1099,1
799,1100,1
800,1101,14
801,1102,7
802,1103,2
803,1104,4
804,1106,2
805,1107,1
806,1108,6
807,1110,2
808,1111,1
809,1112,1
810,1113,1
811,1114,1
812,1115,22
813,1116,1
814,1117,5
815,1118,6
816,1119,10
817,1120,9
818,1121,36
819,1122,4
820,1123,1
821,1124,1
822,1125,20426
823,1126,14880
824,1127,21168
825,1133,3
826,1134,2
827,1136,9
828,1162,17358
829,1165,1
830,1187,4
831,1188,8
832,1189,1
833,1190,1
834,1191,5594
835,1192,1
836,1193,3
837,1194,1
838,1195,1
839,1196,1
840,1197,1
841,1198,1
842,1199,2
843,1200,1
844,1201,1
845,1202,2
846,1203,6
847,1204,1
848,1205,1
849,1206,1
850,1207,1
851,1208,1
852,1209,1
853,1210,1
854,1211,196
855,1212,1
856,1213,1
857,1214,2
858,1215,1
859,1216,2
860,1217,1
861,1218,1
862,1219,1
863,1220,1
864,1221,1
865,1222,3
866,1223,16
867,1224,1
868,1225,1
869,1226,6
870,1227,3
871,1228,2
872,1229,8
873,1230,1
874,1231,1
875,1232,1
876,1233,11
877,1286,15759
878,1310,3
879,1311,6
880,1312,1
881,1313,9
882,1314,1
883,1315,1
884,1316,1
885,1317,3
886,1321,1
887,1322,1
888,1323,1
889,1324,5
890,1325,3
891,1326,1
892,1327,2
893,1328,2230
894,1329,2196
895,1330,2220
896,1331,6
897,1332,1
898,1333,1
899,1334,1
900,1335,1
901,1336,32
902,1337,19760
903,1338,1
904,1339,1
905,1340,139
906,1341,1
907,1342,8
908,1343,5
909,1346,1
910,1348,9
911,1350,1
912,1352,5
913,1353,2
914,1354,1
915,1355,1
916,1356,1
917,1357,1
918,1358,1
919,1359,4
920,1360,1
921,1361,1
922,1362,1
923,1363,3
924,1364,2
925,1365,1
926,1366,11
927,1367,14
928,1368,1
929,1369,1
930,1370,1
931,1371,5
932,1372,1
933,1373,1
934,1374,1
935,1375,65
936,1376,2
937,1377,2
938,1378,1
939,1379,1
940,1380,3
941,1381,1
942,1382,73
943,1383,8
944,1384,1
945,1385,1
946,1386,1
947,1387,1
948,1388,1
949,1389,1
950,1390,3096
951,1391,3476
952,1393,7
953,1394,8
954,1395,8
955,1397,6900
956,1398,1
957,1401,3100
958,1402,3083
959,1404,12
960,1405,1
961,1406,1
962,1407,9
963,1408,1
964,1409,1
965,1410,3
966,1411,650
967,1412,1
968,1413,1
969,1414,1
970,1415,1
971,1416,1
972,1417,1
973,1418,33
974,1419,2
975,1420,1060
976,1421,1074
977,1422,669
978,1423,1051
979,1424,1026
980,1425,17256
981,1426,719
982,1427,16562
983,1428,1049
984,1429,751
985,1430,1064
986,1431,1041
987,1432,1048
988,1433,783
989,1434,716
990,1435,690
991,1436,1047
992,1437,1051
993,1438,149
994,1439,1049
995,1447,1
996,1448,1
997,1449,1
998,1450,1
999,1451,1
1000,1452,1
1001,1453,1
1002,1454,1
1003,1455,3
1004,1456,1
1005,1457,4
1006,1458,1
1007,1459,1
1008,1460,1
1009,1462,1
1010,1463,2
1011,1464,40
1012,1465,1
1013,1466,48
1014,1467,2
1015,1468,2
1016,1469,1
1017,1470,1
1018,1471,1
1019,1472,1
1020,1474,6
1021,1475,1
1022,1478,1
1023,1479,9305
1024,1480,7188
1025,1481,3836
1026,1482,1235
1027,1483,4876
1028,1484,15514
1029,1485,1
1030,1486,149
1031,1487,15
1032,1488,1
1033,1489,1
1034,1490,1
1035,1491,5
1036,1492,27
1037,1493,1
1038,1494,1
1039,1495,4
1040,1496,3
1041,1497,1
1042,1498,1
1043,1499,20
1044,1500,1
1045,1501,2
1046,1502,1
1047,1503,22
1048,1504,1
1049,1505,1
1050,1506,12
1051,1507,5
1052,1508,6
1053,1509,1
1054,1510,18
1055,1512,1
1056,1513,13
1057,1514,9
1058,1515,3
1059,1517,8615
1060,1520,1179
1061,1521,8052
1062,1522,16125
1063,1523,17336
1064,1524,1708
1065,1525,17363
1066,1526,981
1067,1527,1372
1068,1528,5583
1069,1529,17398
1070,1530,15774
1071,1531,9847
1072,1532,17003
1073,1533,15905
1074,1534,17015
1075,1535,17411
1076,1536,17370
1077,1537,97
1078,1538,11202
1079,1539,701
1080,1540,2384
1081,1541,871
1082,1542,17304
1083,1543,1
1084,1544,1
1085,1545,1
1086,1546,106
1087,1547,1
1088,1548,1
1089,1549,1
1090,1550,1
1091,1551,27
1092,1552,1
1093,1553,1
1094,1554,1
1095,1555,2
1096,1556,1
1097,1557,1
1098,1558,2
1099,1559,2
1100,1560,2
1101,1561,2
1102,1562,1
1103,1565,111
1104,1566,33
1105,1567,124
1106,1568,11
1107,1569,3
1108,1570,6
1109,1571,15
1110,1572,1
1111,1573,1
1112,1575,4
1113,1576,1
1114,1577,1
1115,1578,49
1116,1579,1
1117,1580,4
1118,1581,4
1119,1582,6
1120,1583,1
1121,1584,2
1122,1585,1
1123,1586,5
1124,1587,3
1125,1588,1
1126,1589,1
1127,1590,2
1128,1591,21
1129,1592,1
1130,1594,5
1131,1595,3
1132,1596,166
1133,1597,1
1134,1598,1
1135,1599,46
1136,1600,36
1137,1601,1
1138,1602,7
1139,1603,2
1140,1604,2
1141,1605,1
1142,1606,1
1143,1607,1
1144,1608,1
1145,1609,1
1146,1610,1
1147,1611,2
1148,1612,2
1149,1613,2
1150,1614,3
1151,1615,3
1152,1616,37
1153,1617,1
1154,1618,2
1155,1619,2
1156,1620,1
1157,1621,12
1158,1622,16512
1159,1623,16499
1160,1624,541
1161,1626,1
1162,1627,1
1163,1628,1
1164,1630,4
1165,1631,1
1166,1632,58
1167,1633,12
1168,1634,1
1169,1635,1
1170,1636,1
1171,1637,12
1172,1638,3
1173,1639,226
1174,1640,5
1175,1641,2
1176,1642,1
1177,1643,1
1178,1644,1
1179,1645,1
1180,1646,2
1181,1647,1
1182,1648,3
1183,1649,1
1184,1650,195
1185,1651,6
1186,1652,1
1187,1653,21
1188,1654,11
1189,1655,3
1190,1656,1
1191,1657,1
1192,1658,61
1193,1659,36
1194,1660,1
1195,1661,1
1196,1662,18
1197,1663,6
1198,1664,3
1199,1665,6
1200,1666,8
1201,1667,11
1202,1668,11
1203,1669,10
1204,1670,1
1205,1671,14
1206,1672,1
1207,1673,206
1208,1674,3
1209,1675,3
1210,1676,3
1211,1677,1
1212,1678,2
1213,1679,3
1214,1680,1
1215,1681,3
1216,1682,3
1217,1683,1
1218,1684,18
1219,1685,20
1220,1686,1
1221,1687,5
1222,1688,4
1223,1689,7
1224,1690,7
1225,1691,7
1226,1692,10
1227,1693,1
1228,1694,2
1229,1695,2532
1230,1696,2508
1231,1697,2528
1232,1698,8228
1233,1699,773
1234,1700,125
1235,1701,117
1236,1702,81
1237,1703,8897
1238,1704,3384
1239,1705,2512
1240,1706,1840
1241,1707,2468
1242,1710,12
1243,1711,8
1244,1713,1
1245,1714,1
1246,1715,1
1247,1716,1
1248,1717,1
1249,1718,5
1250,1719,1
1251,1720,3
1252,1721,2
1253,1722,7
1254,1723,1
1255,1724,2
1256,1725,5
1257,1726,2
1258,1727,2
1259,1728,2
1260,1729,1
1261,1730,1
1262,1731,1
1263,1732,2
1264,1734,12
1265,1735,8
1266,1736,1
1267,1737,4
1268,1738,27
1269,1739,1
1270,1740,1
1271,1741,1
1272,1742,11
1273,1743,45
1274,1744,1
1275,1745,2
1276,1746,17
1277,1747,1
1278,1748,1
1279,1758,5
1280,1761,21
1281,1768,1
1282,1771,1
1283,1781,5
1284,1785,1
1285,1791,1
1286,1803,10
1287,1809,2
1288,1811,433
1289,1812,1
1290,1813,105
1291,1816,1
1292,1817,2
1293,1818,1
1294,1819,1
1295,1820,2
1296,1821,3
1297,1822,4
1298,1824,4
1299,1826,1
1300,1827,1
1301,1829,1
1302,1832,2
1303,1835,1
1304,1837,3
1305,1838,1
1306,1839,1
1307,1840,2
1308,1842,1
1309,1844,2
1310,1845,1
1311,1847,3
1312,1848,2
1313,1849,1
1314,1851,1
1315,1852,2
1316,1853,9
1317,1855,2
1318,1856,1
1319,1857,1
1320,1858,7
1321,1860,1
1322,1861,1
1323,1862,1
1324,1863,1
1325,1864,1
1326,1865,1
1327,1869,1
1328,1870,5
1329,1871,1
1330,1872,46
1331,1874,1
1332,1876,2
1333,1878,2
1334,1879,7
1335,1880,344
1336,1883,1
1337,1884,2
1338,1886,1
1339,1887,1
1340,1888,1
1341,1890,1
1342,1891,10
1343,1892,22
1344,1896,1
1345,1898,9
1346,1899,2
1347,1900,2
1348,1903,2
1349,1904,4
1350,1906,1
1351,1907,1
1352,1908,1
1353,1909,1
1354,1910,19
1355,1912,2
1356,1914,2
1357,1917,1
1358,1918,1
1359,1919,1
1360,1920,1
1361,1922,1
1362,1923,1
1363,1924,1
1364,1925,1
1365,1926,1
1366,1927,1
1367,1928,1
1368,1929,1
1369,1930,1
1370,1931,1
1371,1932,1
1372,1933,1
1373,1934,1
1374,1935,1
1375,1936,1
1376,1937,1
1377,1938,1
1378,1939,1
1379,1940,1
1380,1941,1
1381,1942,1
1382,1944,1
1383,1945,1
1384,1946,1
1385,1948,3
1386,1949,1
1387,1955,2
1388,1960,2
1389,1962,1
1390,1963,4
1391,1964,1
1392,1965,14
1393,1966,1
1394,1967,1
1395,1968,1
1396,1969,1
1397,1971,1
1398,1975,1
1399,1976,3
1400,1978,1
1401,1980,1
1402,1981,1
1403,1982,5
1404,1984,1
1405,1987,4
1406,1990,2
1407,1991,2
1408,1996,6
1409,1998,1
1410,1999,1
1411,2000,1201
1412,2002,3
1413,2003,7
1414,2004,1
1415,2005,1
1416,2006,5
1417,2012,1
1418,2013,1
1419,2014,1
1420,2015,2
1421,2018,1
1422,2019,1
1423,2020,2
1424,2021,1
1425,2022,12
1426,2025,1
1427,2026,2
1428,2027,2
1429,2028,2
1430,2029,10
1431,2030,2
1432,2033,3
1433,2034,1
1434,2036,1
1435,2037,1
1436,2039,3
1437,2040,2
1438,2041,2
1439,2042,3
1440,2043,1
1441,2044,1
1442,2045,1
1443,2046,1
1444,2049,1
1445,2050,3
1446,2052,3
1447,2053,3
1448,2056,6
1449,2057,1
1450,2058,2
1451,2059,25
1452,2060,1
1453,2061,1
1454,2062,3
1455,2063,2
1456,2064,5
1457,2065,1
1458,2066,6
1459,2069,1
1460,2070,1
1461,2071,1
1462,2072,19
1463,2074,9
1464,2076,1
1465,2077,1
1466,2078,1
1467,2079,2
1468,2080,2
1469,2081,1
1470,2086,1
1471,2089,2
1472,2090,1
1473,2091,2
1474,2092,1
1475,2093,1
1476,2094,2
1477,2095,4
1478,2098,1
1479,2099,1
1480,2100,1
1481,2101,2
1482,2103,7
1483,2105,2
1484,2106,1
1485,2107,4
1486,2109,3
1487,2110,1
1488,2112,1
1489,2114,1
1490,2116,1
1491,2118,2
1492,2119,4
1493,2123,4
1494,2124,1
1495,2125,6
1496,2126,1
1497,2127,4
1498,2129,37
1499,2130,1
1500,2131,4
1501,2132,2
1502,2133,1
1503,2135,1
1504,2136,1
1505,2137,1
1506,2139,179
1507,2140,2
1508,2141,1
1509,2143,4
1510,2145,2
1511,2146,28
1512,2150,3
1513,2161,9
1514,2164,3
1515,2166,2
1516,2173,1
1517,2185,3
1518,2188,1
1519,2194,11
1520,2195,1
1521,2196,3
1522,2198,1
1523,2201,4
1524,2203,4
1525,2209,1
1526,2224,1
1527,2225,2
1528,2226,3
1529,2229,1
1530,2236,2
1531,2248,1
1532,2256,2
1533,2265,5
1534,2268,1
1535,2273,1
1536,2274,1
1537,2275,1
1538,2280,5
1539,2281,1
1540,2283,1
1541,2284,1
1542,2285,1
1543,2287,17
1544,2288,1
1545,2289,1
1546,2290,1
1547,2293,1
1548,2294,1
1549,2296,1
1550,2300,1
1551,2301,1
1552,2304,1
1553,2305,12
1554,2307,9
1555,2308,2
1556,2309,1
1557,2310,1
1558,2311,7
1559,2313,1
1560,2314,1
1561,2316,3
1562,2319,1
1563,2320,1
1564,2321,1
1565,2326,1
1566,2330,1
1567,2334,1
1568,2336,1
1569,2337,1
1570,2338,2
1571,2339,7
1572,2340,3
1573,2341,2
1574,2344,5
1575,2347,1
1576,2349,2
1577,2351,1
1578,2353,1
1579,2355,6
1580,2356,1
1581,2358,1
1582,2359,4
1583,2360,1
1584,2361,1
1585,2362,1
1586,2363,1
1587,2366,1
1588,2367,1
1589,2368,2
1590,2369,3
1591,2370,1
1592,2372,1
1593,2373,8
1594,2374,1
1595,2376,4
1596,2377,1
1597,2378,1
1598,2379,1
1599,2380,1
1600,2382,3
1601,2386,3
1602,2387,1
1603,2390,1
1604,2393,2
1605,2394,1
1606,2395,1
1607,2396,1
1608,2397,4
1609,2398,1
1610,2400,2
1611,2401,2
1612,2402,1
1613,2404,1
1614,2405,1
1615,2406,1
1616,2408,1
1617,2409,1
1618,2412,1
1619,2413,1
1620,2416,1
1621,2418,1
1622,2419,1
1623,2420,1
1624,2421,1
1625,2422,1
1626,2423,1
1627,2424,1
1628,2428,1
1629,2429,1
1630,2430,1
1631,2432,8
1632,2433,1
1633,2434,1
1634,2435,1
1635,2437,1
1636,2438,1
1637,2443,1
1638,2444,1
1639,2445,3
1640,2449,1
1641,2450,6
1642,2451,6
1643,2452,1
1644,2454,2
1645,2455,7
1646,2456,1
1647,2459,1
1648,2460,5
1649,2461,1
1650,2462,1
1651,2463,1
1652,2464,1
1653,2466,5
1654,2467,1
1655,2468,1
1656,2469,2
1657,2470,1
1658,2472,1
1659,2473,1
1660,2474,1
1661,2476,1
1662,2477,1
1663,2478,1
1664,2479,1
1665,2480,1
1666,2481,1
1667,2482,1
1668,2483,1
1669,2484,3
1670,2486,2
1671,2487,1
1672,2488,1
1673,2489,1
1674,2492,4
1675,2493,3
1676,2497,1
1677,2498,4
1678,2499,1
1679,2500,1
1680,2502,1
1681,2503,1
1682,2504,2
1683,2505,1
1684,2507,1
1685,2508,1
1686,2509,11
1687,2510,1
1688,2511,1
1689,2512,1
1690,2514,1
1691,2515,1
1692,2516,3
1693,2517,1
1694,2518,1
1695,2519,1
1696,2520,1
1697,2521,1
1698,2522,1
1699,2524,1
1700,2525,1
1701,2527,1
1702,2529,1
1703,2530,1
1704,2534,1
1705,2535,1
1706,2538,1
1707,2542,1
1708,2543,1
1709,2544,3
1710,2546,1
1711,2547,1
1712,2548,1
1713,2551,1
1714,2552,1
1715,2553,1
1716,2554,1
1717,2555,1
1718,2556,1
1719,2560,1
1720,2561,1
1721,2562,1
1722,2563,2
1723,2565,5
1724,2566,2
1725,2567,2
1726,2568,1
1727,2569,1
1728,2570,4
1729,2572,1
1730,2573,1
1731,2574,1
1732,2576,1
1733,2577,1
1734,2579,34
1735,2581,1
1736,2582,1
1737,2583,1
1738,2585,2
1739,2588,1
1740,2589,1
1741,2590,1
1742,2591,1
1743,2592,1
1744,2593,1
1745,2597,1
1746,2600,1
1747,2604,1
1748,2605,1
1749,2606,1
1750,2609,2
1751,2610,1
1752,2616,3
1753,2618,1
1754,2619,2
1755,2622,2
1756,2626,1
1757,2627,1
1758,2628,1
1759,2629,2
1760,2631,1
1761,2632,1
1762,2633,1
1763,2634,1
1764,2635,1
1765,2637,1
1766,2638,1
1767,2639,1
1768,2640,1
1769,2641,3
1770,2642,1
1771,2643,2
1772,2644,20
1773,2646,1
1774,2647,1
1775,2649,1
1776,2651,1
1777,2652,2
1778,2655,1
1779,2656,2
1780,2657,1
1781,2658,1
1782,2659,1
1783,2660,1
1784,2661,1
1785,2663,1
1786,2664,1
1787,2665,2
1788,2666,1
1789,2667,1
1790,2668,1
1791,2669,3
1792,2670,1
1793,2671,1
1794,2672,1
1795,2673,2
1796,2674,2
1797,2679,1
1798,2681,1
1799,2684,1
1800,2685,1
1801,2686,1
1802,2687,6
1803,2688,1
1804,2690,1
1805,2691,1
1806,2692,1
1807,2693,1
1808,2694,1
1809,2695,1
1810,2696,1
1811,2697,1
1812,2698,1
1813,2699,6
1814,2700,1
1815,2702,1
1816,2704,1
1817,2705,1
1818,2706,1
1819,2711,1
1820,2714,1
1821,2715,1
1822,2716,12
1823,2717,3
1824,2730,3
1825,2731,1
1826,2732,1
1827,2733,1
1828,2734,1
1829,2736,1
1830,2737,1
1831,2739,3
1832,2740,1
1833,2741,1
1834,2743,1
1835,2744,1
1836,2745,2
1837,2746,1
1838,2747,1
1839,2748,1
1840,2750,1
1841,2751,1
1842,2752,1
1843,2754,1
1844,2755,2
1845,2756,1
1846,2757,3
1847,2760,1
1848,2761,1
1849,2762,1
1850,2764,2
1851,2765,1
1852,2767,1
1853,2768,1
1854,2769,1
1855,2770,1
1856,2772,1
1857,2773,1
1858,2774,1
1859,2775,1
1860,2776,1
1861,2777,2
1862,2778,6
1863,2779,4
1864,2780,1
1865,2783,2
1866,2784,1
1867,2786,1
1868,2788,2
1869,2789,7
1870,2790,1
1871,2792,4
1872,2794,1
1873,2795,1
1874,2796,1
1875,2797,1
1876,2798,1
1877,2800,1
1878,2802,1
1879,2803,1
1880,2804,1
1881,2806,1
1882,2807,1
1883,2808,1
1884,2809,2
1885,2813,1
1886,2815,4
1887,2819,1
1888,2820,1
1889,2821,1
1890,2822,1
1891,2823,6
1892,2824,4
1893,2825,2
1894,2826,6
1895,2829,1
1896,2831,4
1897,2832,2
1898,2833,1
1899,2834,3
1900,2836,1
1901,2838,1
1902,2842,1
