,itemid,num_patients
370,226759,12
371,226760,14
372,226761,14
373,226762,13
374,226763,14
375,226764,14
376,226765,14
377,226766,14
378,226767,14
379,226768,14
380,226769,10
381,226771,14
382,226772,13
383,226773,14
384,226774,14
385,226775,14
386,226776,13
387,226777,14
388,226778,14
389,226779,14
390,226780,13
391,226846,2373
392,226871,8430
393,226873,8424
394,226889,1852
395,226892,168
396,226980,7
397,226981,3
398,226982,7
399,226983,2
400,226984,7
401,226990,7
402,226991,12
403,226993,12
404,226994,7
405,226995,7
406,226996,7
407,226997,2
408,226998,6
409,226999,7
410,227000,7
411,227001,7
412,227002,7
413,227004,7
414,227005,7
415,227006,7
416,227007,7
417,227008,2
418,227010,5
419,227013,7
420,227015,7
421,227016,7
422,227017,7
423,227018,6
424,227019,7
425,227020,7
426,227021,7
427,227022,7
428,227023,6
429,227024,7
430,227035,7
431,227036,4
432,227037,4
433,227038,7
434,227039,1
435,227050,6
436,227051,7
437,227052,7
438,227053,7
439,227054,6
440,227055,7
441,227056,2
442,227059,7
443,227060,7
444,227061,7
445,227062,7
446,227063,7
447,227066,350
448,227073,19259
449,227130,1076
450,227187,651
451,227242,406
452,227243,442
453,227287,3478
454,227292,8747
455,227293,5510
456,227348,187
457,227349,10854
458,227350,2485
459,227351,1606
460,227352,1002
461,227353,297
462,227354,63
463,227355,233
464,227356,493
465,227357,863
466,227358,3043
467,227359,146
468,227360,419
469,227362,48
470,227363,250
471,227364,62
472,227365,427
473,227366,4397
474,227367,11189
475,227368,12825
476,227369,4282
477,227418,373
478,227419,115
479,227428,2
480,227429,8314
481,227439,341
482,227440,613
483,227441,136
484,227442,19291
485,227443,19307
486,227444,558
487,227445,7311
488,227446,958
489,227447,105
490,227448,64
491,227449,122
492,227450,36
493,227451,130
494,227452,91
495,227453,10
496,227454,2698
497,227455,2783
498,227456,8464
499,227457,19258
500,227458,3
501,227459,3
502,227460,38
503,227461,1445
504,227462,283
505,227463,1528
506,227464,7762
507,227465,17060
508,227466,16967
509,227467,17060
510,227468,5496
511,227469,99
512,227470,589
513,227471,8730
514,227516,1497
515,227519,7
516,227537,1774
517,227538,1778
518,227543,477
519,227546,441
520,227547,348
521,227549,64
522,227565,7676
523,227566,7674
524,227579,399
525,227580,326
526,227581,39
527,227582,418
528,227586,469
529,227596,24
530,227597,6
531,227602,54
532,227603,29
533,227604,92
534,227605,50
535,227614,53
536,227615,28
537,227627,216
538,227628,209
539,227632,240
540,227634,208
541,227645,3
542,227646,3
543,227647,14
544,227686,630
545,227688,16456
546,227716,270
547,227717,276
548,227723,319
549,227726,71
550,227727,296
551,227731,249
552,227775,35
553,227776,1
554,227801,2838
555,227802,961
556,227807,394
557,227809,2379
558,227810,2685
559,227812,129
560,227813,70
561,227858,238
562,227860,212
563,227861,227
564,227864,201
565,227866,172
566,227867,184
567,227870,203
568,227872,171
569,227873,197
570,227905,106
571,227916,164
572,227918,143
573,227919,155
574,227923,111
575,227925,98
576,227926,100
577,227930,107
578,227932,90
579,227933,103
580,227989,12
581,227990,15
582,227991,19
583,228096,11243
584,228097,210
585,228098,2721
586,228099,7016
587,228100,8015
588,228101,2679
589,228137,4537
590,228145,7
591,228146,6
592,228151,2
593,228152,2
594,228154,2
595,228158,2
596,228159,2
597,228162,2
598,228163,2
599,228167,2
600,228175,63
601,228176,49
602,228177,84
603,228178,75
604,228179,52
605,228180,53
606,228181,1
607,228182,79
608,228184,65
609,228185,53
610,228186,10
611,228187,10
612,228188,10
613,228189,6
614,228190,10
615,228191,9
616,228192,7
617,228193,10
618,228195,10
619,228196,10
620,228198,10
621,228200,10
622,228204,4
623,228208,9
624,228212,9
625,228213,9
626,228219,9
627,228222,9
628,228224,9
629,228233,458
630,228236,6955
631,228305,5910
632,228368,116
633,228369,101
634,228370,62
635,228374,94
636,228375,110
637,228376,102
638,228377,65
639,228378,5
640,228379,6
641,228380,17
642,228381,43
643,228382,51
644,228392,3
645,228444,18
