,itemid,num_patients
287,5462,1
288,5464,2
289,5468,2
290,5469,5
291,5470,5
292,5473,1
293,5478,2
294,5483,10
295,5485,10
296,5486,1
297,5487,1
298,5492,134
299,5500,4
300,5501,1
301,5502,1
302,5503,1
303,5505,2
304,5507,2
305,5513,1
306,5515,2
307,5521,3
308,5523,5
309,5527,1
310,5528,4
311,5541,2
312,5543,6
313,5545,2
314,5548,3
315,5554,1
316,5556,7
317,5557,2
318,5558,1
319,5559,1
320,5560,1
321,5561,1
322,5562,1
323,5563,1
324,5564,1
325,5565,3
326,5566,2
327,5575,1
328,5576,1
329,5577,1
330,5579,1
331,5581,2
332,5582,2
333,5584,2
334,5585,1
335,5587,1
336,5588,1
337,5590,1
338,5592,1
339,5593,1
340,5595,1
341,5596,1
342,5600,1
343,5603,4
344,5604,1
345,5605,8
346,5606,3
347,5609,1
348,5610,1
349,5612,13
350,5613,1
351,5617,4
352,5620,5
353,5621,2
354,5625,9
355,5626,7
356,5628,1
357,5629,1
358,5630,17
359,5631,1
360,5632,1
361,5633,1
362,5634,1
363,5635,1
364,5636,1
365,5637,1
366,5638,1
367,5639,1
368,5640,1
369,5641,3
370,5642,1
371,5643,1
372,5644,1
373,5645,1
374,5646,1
375,5647,1
376,5648,3
377,5649,1
378,5650,1
379,5651,9
380,5652,1
381,5654,1
382,5655,1
383,5656,3
384,5658,1
385,5659,1
386,5660,3
387,5661,1
388,5662,1
389,5663,7
390,5664,1
391,5665,1
392,5666,1
393,5667,3
394,5668,1
395,5669,2
396,5671,1
397,5672,1
398,5674,2
399,5675,4
400,5676,1
401,5677,3
402,5678,1
403,5679,1
404,5680,1
405,5681,1
406,5682,2
407,5683,377
408,5692,1
409,5693,1
410,5694,3
411,5695,1
412,5696,1
413,5697,1
414,5698,1
415,5699,1
416,5700,1
417,5701,3
418,5702,2
419,5703,2
420,5704,1
421,5705,1
422,5706,7
423,5707,7
424,5708,1
425,5709,1
426,5710,2
427,5711,1
428,5712,1
429,5713,1
430,5714,1
431,5715,1
432,5716,2
433,5717,1
434,5718,1
435,5719,1
436,5720,1
437,5721,1
438,5722,1
439,5723,1
440,5724,1
441,5725,1
442,5726,20
443,5727,22
444,5728,1
445,5729,10
446,5730,1
447,5731,1
448,5732,1
449,5733,1
450,5738,1
451,5739,1
452,5740,1
453,5741,1
454,5742,1
455,5743,2
456,5744,1
457,5745,2
458,5747,1
459,5748,1
460,5749,1
461,5750,1
462,5751,1
463,5752,1
464,5753,3
465,5754,4
466,5755,3
467,5756,9
468,5757,4
469,5758,1
470,5759,1
471,5760,6
472,5761,1
473,5762,1
474,5763,1
475,5764,7
476,5765,1
477,5766,1
478,5767,1
479,5768,1
480,5769,3
481,5770,1
482,5771,1
483,5772,1
484,5773,1
485,5774,2
486,5775,1
487,5776,1
488,5777,1
489,5778,1
490,5779,1
491,5780,1
492,5781,1
493,5782,1
494,5783,1
495,5784,1
496,5785,1
497,5786,1
498,5787,1
499,5788,1
500,5789,1
501,5790,1
502,5791,1
503,5792,1
504,5793,1
505,5794,1
506,5795,1
507,5796,1
508,5797,1
509,5798,1
510,5799,1
511,5800,1
512,5801,1
513,5802,1
514,5803,1
515,5804,1
516,5805,1
517,5806,1
518,5807,2
519,5808,1
520,5809,1
521,5810,1
522,5811,1
523,5812,1
524,5813,8740
525,5814,6681
526,5815,14498
527,5816,1189
528,5817,13295
529,5818,4108
530,5819,14350
531,5820,14468
532,5821,1
533,5822,1
534,5823,2
535,5824,2
536,5825,1
537,5826,1
538,5827,1
539,5828,5
540,5829,1
541,5831,1
542,5832,1
543,5833,1
544,5834,1
545,5835,2
546,5836,1
547,5837,1
548,5838,1
549,5839,1
550,5841,4
551,5842,1
552,5843,1
553,5844,1
554,5845,1
555,5846,1
556,5847,1
557,5848,1
558,5849,2
559,5850,1
560,5852,1
561,5853,1
562,5854,2
563,5855,1
564,5856,1
565,5857,1
566,5858,1
567,5859,1
568,5860,1
569,5861,1
570,5862,1
571,5863,1
572,5864,2
573,5865,1
574,5866,1
575,5867,1
576,5868,1
577,5869,2
578,5870,1
579,5871,1
580,5872,1
581,5873,1
582,5874,1
583,5875,1
584,5876,1
585,5877,3
586,5879,1
587,5880,1
588,5883,1
589,5884,1
590,5885,1
591,5886,1
592,5887,1
593,5889,2
594,5890,1
595,5891,2
596,5892,2
597,5893,1
598,5894,1
599,5895,1
600,5896,1
601,5897,1
602,5898,2
603,5899,2
604,5900,1
605,5901,2
606,5902,1
607,5903,1
608,5904,3
609,5905,3005
610,5906,686
611,5907,3126
612,5908,1110
613,5909,3144
614,5911,3248
615,5912,3137
616,5913,1300
617,5914,35
618,5916,1
619,5919,35
620,5920,1
621,5921,4
622,5922,1
623,5923,1
624,5924,1
625,5925,2
626,5926,1
627,5927,1
628,5928,1
629,5929,1
630,5930,1
631,5931,2
632,5932,1
633,5933,2
634,5934,1
635,5935,1
636,5936,1
637,5937,1
638,5938,1
639,5939,2
640,5940,1
641,5941,1
642,5942,1
643,5943,2
644,5944,1
645,5945,1
646,5946,1
647,5947,1
648,5948,1
649,5949,1
650,5950,5
651,5951,1
652,5952,5
653,5953,2
654,5954,1
655,5955,1
656,5956,1
657,5957,7
658,5958,1
659,5959,1
660,5960,1
661,5961,1
662,5962,2
663,5963,1
664,5964,1
665,5965,1
666,5966,1
667,5967,1
668,5968,1
669,5969,1
670,5970,1
671,5971,2
672,5973,1
673,5974,1
674,5975,1
675,5976,1
676,5977,2
677,5978,1
678,5979,1
679,5980,1
680,5981,1
681,5982,4
682,5983,1
683,5984,1
684,5986,1
685,5987,1
686,5988,1
687,5989,1
688,5991,1
689,5992,1
690,5993,1
691,5994,1
692,5995,1
693,5996,1
694,5997,1
695,5998,1
696,5999,2
