,itemid,num_patients
365,6453,16
366,6454,10
367,6457,1
368,6458,1
369,6461,1
370,6463,1
371,6465,1
372,6466,1
373,6467,1
374,6469,1
375,6470,1
376,6471,2
377,6480,1
378,6481,1
379,6482,1
380,6483,1
381,6484,1
382,6485,1
383,6486,1
384,6487,1
385,6489,2
386,6498,2
387,6503,1
388,6507,1
389,6509,1
390,6510,2
391,6512,1
392,6513,1
393,6515,1
394,6517,1
395,6520,2
396,6521,2
397,6522,3
398,6525,1
399,6528,1
400,6533,1
401,6535,1
402,6536,3
403,6537,4
404,6538,2
405,6540,1
406,6541,1
407,6542,1
408,6546,1
409,6552,1
410,6553,1
411,6556,7
412,6562,1
413,6573,1
414,6577,2
415,6578,1
416,6579,1
417,6582,1
418,6584,1
419,6585,1
420,6586,2
421,6587,1
422,6590,1
423,6593,1
424,6596,1
425,6599,1
426,6601,1
427,6603,1
428,6604,1
429,6605,1
430,6607,1
431,6609,1
432,6610,2
433,6612,1
434,6616,1
435,6618,1
436,6620,1
437,6621,6
438,6622,3
439,6627,10
440,6628,2
441,6629,1
442,6630,1
443,6631,3
444,6632,1
445,6635,1
446,6636,1
447,6637,1
448,6639,1
449,6640,1
450,6641,1
451,6643,1
452,6644,2
453,6645,5
454,6647,1
455,6650,1
456,6651,1
457,6653,1
458,6655,1
459,6656,3
460,6657,2
461,6659,1
462,6663,3
463,6667,1
464,6669,1
465,6670,1
466,6671,1
467,6672,1
468,6678,1
469,6680,1
470,6681,2
471,6682,1
472,6686,3
473,6687,1
474,6688,1
475,6689,1
476,6690,5
477,6691,1
478,6701,472
479,6702,472
480,6719,5
481,6720,1
482,6725,1
483,6729,1
484,6737,1
485,6738,1
486,6739,1
487,6740,1
488,6741,1
489,6748,1
490,6749,1
491,6750,1
492,6751,1
493,6752,1
494,6753,3
495,6754,4
496,6756,1
497,6758,1
498,6762,1
499,6763,1
500,6764,1
501,6766,1
502,6767,1
503,6768,1
504,6773,2
505,6774,2
506,6778,5
507,6782,3
508,6783,2
509,6784,1
510,6785,1
511,6790,1
512,6792,1
513,6793,1
514,6794,1
515,6795,1
516,6799,1
517,6806,1
518,6807,1
519,6810,1
520,6812,1
521,6815,1
522,6817,1
523,6819,1
524,6820,2
525,6826,1
526,6828,1
527,6830,1
528,6831,1
529,6832,1
530,6835,1
531,6838,1
532,6841,1
533,6842,1
534,6843,1
535,6845,1
536,6846,1
537,6848,1
538,6851,12
539,6852,2
540,6854,1
541,6859,1
542,6860,1
543,6861,1
544,6862,1
545,6864,4
546,6868,2
547,6870,1
548,6871,1
549,6872,1
550,6873,1
551,6875,1
552,6885,1
553,6889,1
554,6891,2
555,6893,1
556,6895,1
557,6896,1
558,6898,1
559,6906,1
560,6908,1
561,6912,1
562,6916,2
563,6919,1
564,6920,1
565,6921,1
566,6922,1
567,6924,1
568,6926,1
569,6927,1
570,6928,1
571,6930,1
572,6931,1
573,6932,1
574,6933,1
575,6934,1
576,6935,1
577,6937,1
578,6938,1
579,6939,3
580,6940,1
581,6943,1
582,6944,1
583,6945,1
584,6947,2
585,6948,1
586,6952,1
587,6957,2
588,6960,4
589,6963,6
590,6964,1
591,6967,1
592,6968,2
593,6969,1
594,6970,1
595,6974,1
596,6975,4
597,6978,1
598,6981,1
599,6982,1
600,6985,1
601,6987,1
